URL	Label
*.wikia.com/*%D0%9F%D0%BE%D1%80%D1%82%D0%B0%D0%BB	_cse_exclude_lmo7aip_90c
ru.fallout.wikia.com/*	_cse_lmo7aip_90c
sports.ru/tribuna/blogs/hockeyolldschool*	_cse_lmo7aip_90c
startfilm.ru/review*	_cse_lmo7aip_90c
*.startfilm.ru/*articles	_cse_lmo7aip_90c
*.museikino.ru/*	_cse_lmo7aip_90c
museikino.ru/events*	_cse_exclude_lmo7aip_90c
museikino.ru/media_center*	_cse_exclude_lmo7aip_90c
cinematheque.ru/post*	_cse_lmo7aip_90c
proficinema.ru/picture-making*	_cse_lmo7aip_90c
*.kinonews.ru/*article	_cse_lmo7aip_90c
medium.com/kinohod-residents*	_cse_lmo7aip_90c
kinouho.livejournal.com/*	_cse_lmo7aip_90c
*.ajvideo.ru/*	_cse_lmo7aip_90c
forum.cult-cinema.ru/*	_cse_exclude_lmo7aip_90c
*.cult-cinema.ru/*	_cse_lmo7aip_90c
*.sapr.ru/*news	_cse_exclude_lmo7aip_90c
*.sapr.ru/*	_cse_lmo7aip_90c
events.cnews.ru/*	_cse_exclude_lmo7aip_90c
*.cnews.ru/*	_cse_lmo7aip_90c
*.pcweek.ru/*forum	_cse_exclude_lmo7aip_90c
*.pcweek.ru/*	_cse_lmo7aip_90c
*.pcmag.com/*news	_cse_exclude_lmo7aip_90c
*.mgmag.ru/*fullnews	_cse_exclude_lmo7aip_90c
mgmag.ru/forums*	_cse_exclude_lmo7aip_90c
*.mgmag.ru/*	_cse_lmo7aip_90c
diwaxx.ru/soft*	_cse_exclude_lmo7aip_90c
diwaxx.ru/inforums*	_cse_exclude_lmo7aip_90c
*.diwaxx.ru/*	_cse_lmo7aip_90c
*.computerlibrary.info/*	_cse_lmo7aip_90c
cooler-online.com/lt*	_cse_exclude_lmo7aip_90c
*.cooler-online.com/*	_cse_lmo7aip_90c
*.ferra.ru/*review	_cse_lmo7aip_90c
benchit.kz/articles*	_cse_lmo7aip_90c
*.wikia.com/*%D0%91%D0%BB%D0%BE%D0%B3_%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%B0	_cse_exclude_lmo7aip_90c
*.wikia.com/*%D0%A2%D0%B5%D0%BC%D0%B0:	_cse_exclude_lmo7aip_90c
*.wikia.com/*%D0%9E%D0%B1%D1%81%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5	_cse_exclude_lmo7aip_90c
*.kinomania.ru/*wallpapers	_cse_exclude_lmo7aip_90c
*.kinomania.ru/*posters	_cse_exclude_lmo7aip_90c
*.lebed.com/*	_cse_lmo7aip_90c
*.art-catalog.ru/*article	_cse_lmo7aip_90c
*.wiki.ru/*articles	_cse_lmo7aip_90c
*.rlsnet.ru/*news	_cse_exclude_lmo7aip_90c
*.rlsnet.ru/*firm	_cse_exclude_lmo7aip_90c
travelling_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
orpheusmusic.ru/publ*	_cse_lmo7aip_90c
wagner.su/node*	_cse_lmo7aip_90c
booksite.ru/fulltext*	_cse_lmo7aip_90c
piluli.kharkov.ua/organizations*	_cse_exclude_lmo7aip_90c
piluli.kharkov.ua/news*	_cse_exclude_lmo7aip_90c
piluli.kharkov.ua/*	_cse_lmo7aip_90c
expl_kaz.academic.ru/*	_cse_exclude_lmo7aip_90c
*.med2000.ru/*	_cse_lmo7aip_90c
*.noblit.ru/*	_cse_lmo7aip_90c
chelmusic.ru/articles*	_cse_lmo7aip_90c
*.psychologies.ru/*	_cse_lmo7aip_90c
wikiart.org/ru*	_cse_lmo7aip_90c
portal-kultura.ru/articles/obozrevatel*	_cse_exclude_lmo7aip_90c
portal-kultura.ru/articles/best*	_cse_exclude_lmo7aip_90c
portal-kultura.ru/articles/country*	_cse_exclude_lmo7aip_90c
portal-kultura.ru/articles/world*	_cse_exclude_lmo7aip_90c
portal-kultura.ru/articles/obshchiy-plan*	_cse_exclude_lmo7aip_90c
*.portal-kultura.ru/*	_cse_lmo7aip_90c
*.dmoon.ru/*	_cse_lmo7aip_90c
*.rock-review.ru/*	_cse_lmo7aip_90c
rock-review.ru/news*	_cse_exclude_lmo7aip_90c
rock-review.ru/reports*	_cse_exclude_lmo7aip_90c
rock-review.ru/billboard*	_cse_exclude_lmo7aip_90c
vestya.ru/rock-kultura*	_cse_lmo7aip_90c
chelmusic.ru/articles*	_cse_lmo7aip_90c
mapmusic.ru/report*	_cse_exclude_lmo7aip_90c
mapmusic.ru/newsm*	_cse_exclude_lmo7aip_90c
*.mapmusic.ru/*	_cse_lmo7aip_90c
*.5koleso.ru/*news	_cse_exclude_lmo7aip_90c
apelzin.ru/afisha*	_cse_exclude_lmo7aip_90c
apelzin.ru/concert*	_cse_exclude_lmo7aip_90c
music.kulichki.net/review*	_cse_lmo7aip_90c
musical-express.ru/afisha*	_cse_exclude_lmo7aip_90c
musical-express.ru/release*	_cse_exclude_lmo7aip_90c
musical-express.ru/news*	_cse_exclude_lmo7aip_90c
*.musical-express.ru/*	_cse_lmo7aip_90c
*.jamsession.ru/*	_cse_lmo7aip_90c
*.essemag.ru/*	_cse_lmo7aip_90c
essemag.ru/anonsy*	_cse_exclude_lmo7aip_90c
essemag.ru/concerts*	_cse_exclude_lmo7aip_90c
essemag.ru/news*	_cse_exclude_lmo7aip_90c
essemag.ru/podcasts*	_cse_exclude_lmo7aip_90c
essemag.ru/festivals*	_cse_exclude_lmo7aip_90c
daymusic.ru/photo*	_cse_exclude_lmo7aip_90c
daymusic.ru/forum*	_cse_exclude_lmo7aip_90c
daymusic.ru/club*	_cse_exclude_lmo7aip_90c
daymusic.ru/at_web*	_cse_exclude_lmo7aip_90c
daymusic.ru/reports*	_cse_exclude_lmo7aip_90c
daymusic.ru/news*	_cse_exclude_lmo7aip_90c
*.daymusic.ru/*	_cse_lmo7aip_90c
rockcor.ru/livereports*	_cse_exclude_lmo7aip_90c
rockcor.ru/afisha*	_cse_exclude_lmo7aip_90c
rockcor.ru/news*	_cse_exclude_lmo7aip_90c
*.rockcor.ru/*	_cse_lmo7aip_90c
*.noto.ru/*	_cse_lmo7aip_90c
*.mediamusic-journal.com/*	_cse_lmo7aip_90c
*.musicserf.com/*news	_cse_exclude_lmo7aip_90c
*.musicserf.com/*	_cse_lmo7aip_90c
*.hitkiller.com/*	_cse_lmo7aip_90c
heavymusic.ru/comments*	_cse_exclude_lmo7aip_90c
heavymusic.ru/concerts*	_cse_exclude_lmo7aip_90c
heavymusic.ru/news*	_cse_exclude_lmo7aip_90c
*.heavymusic.ru/*	_cse_lmo7aip_90c
headbanger.ru/news*	_cse_exclude_lmo7aip_90c
*.headbanger.ru/*	_cse_lmo7aip_90c
djmag.ru/mp3mix*	_cse_exclude_lmo7aip_90c
djmag.ru/fashion*	_cse_exclude_lmo7aip_90c
*.djmag.ru/*	_cse_lmo7aip_90c
djmag.ru/kino*	_cse_exclude_lmo7aip_90c
djmag.ru/exib*	_cse_exclude_lmo7aip_90c
djmag.ru/ccon*	_cse_exclude_lmo7aip_90c
djmag.ru/news*	_cse_exclude_lmo7aip_90c
apelzin.ru/news*	_cse_exclude_lmo7aip_90c
*.apelzin.ru/*	_cse_lmo7aip_90c
*.jazz.ru/*htm	_cse_lmo7aip_90c
inrock.ru/reviews*	_cse_lmo7aip_90c
*.jazzquad.ru/*NEWSSHOW	_cse_exclude_lmo7aip_90c
*.jazzquad.ru/*	_cse_lmo7aip_90c
music.com.ua/reviews*	_cse_lmo7aip_90c
*.therumdiary.ru/*	_cse_lmo7aip_90c
*.rlsnet.ru/*	_cse_lmo7aip_90c
slovari.yandex.ru/~%D0%BA%D0%BD%D0%B8%D0%B3%D0%B8/%D0%A1%D0%BB%D0%BE%D0%B2%D0%B0%D1%80%D1%8C%20%D1%81%D0%B8%D0%BD%D0%BE%D0%BD%D0%B8%D0%BC%D0%BE%D0%B2*	_cse_exclude_lmo7aip_90c
*.chayka.org/*	_cse_lmo7aip_90c
tele.ru/stars/encyclopedia*	_cse_lmo7aip_90c
lgz.ru/news*	_cse_exclude_lmo7aip_90c
*.lgz.ru/*	_cse_lmo7aip_90c
*.vashdosug.ru/*tab-reviews/review	_cse_lmo7aip_90c
*.vashdosug.ru/*comment	_cse_exclude_lmo7aip_90c
*.feb-web.ru/*texts	_cse_exclude_lmo7aip_90c
teatr.ru/Repertoire*	_cse_lmo7aip_90c
*.smotr.ru/*_prog_	_cse_exclude_lmo7aip_90c
*.smotr.ru/*	_cse_lmo7aip_90c
webstyle.sfu-kras.ru/*	_cse_lmo7aip_90c
*.therules.ru/*	_cse_lmo7aip_90c
lukianpovorotov.narod.ru/*Italian	_cse_lmo7aip_90c
ezhe.ru/ib*	_cse_lmo7aip_90c
guitarmag.net/wiki*	_cse_lmo7aip_90c
*.21israel-music.com/*	_cse_lmo7aip_90c
mmv.ru/club-l*	_cse_exclude_lmo7aip_90c
mmv.ru/sm/events*	_cse_exclude_lmo7aip_90c
mmv.ru/news*	_cse_exclude_lmo7aip_90c
*.mmv.ru/*	_cse_lmo7aip_90c
audiomusic-hifi.ru/content*	_cse_lmo7aip_90c
*.7iskusstv.com/*	_cse_lmo7aip_90c
muzklondike.ru/announc*	_cse_lmo7aip_90c
artguide.com/posts*	_cse_lmo7aip_90c
gif.ru/cult*	_cse_lmo7aip_90c
gif.ru/persona*	_cse_lmo7aip_90c
peremeny.ru/trip*	_cse_exclude_lmo7aip_90c
peremeny.ru/newtrips*	_cse_exclude_lmo7aip_90c
*.peremeny.ru/*	_cse_lmo7aip_90c
*.idance.ru/*	_cse_lmo7aip_90c
russianballet.ru/rus/archives*	_cse_lmo7aip_90c
*.libretto-oper.ru/*	_cse_lmo7aip_90c
*.sonata-etc.ru/*	_cse_lmo7aip_90c
classicalmusicnews.ru/articles*	_cse_lmo7aip_90c
classic.chubrik.ru/*	_cse_lmo7aip_90c
*.allpianists.ru/*	_cse_lmo7aip_90c
*.balletmusic.ru/*	_cse_lmo7aip_90c
*.timeout.ru/*artwork	_cse_lmo7aip_90c
games.totalwars.ru/review*	_cse_lmo7aip_90c
mag.relax.by/city/kino*	_cse_lmo7aip_90c
*.lumiere-mag.ru/*recenziya	_cse_lmo7aip_90c
*.kinomyvi.tv/*review	_cse_lmo7aip_90c
colta.ru/articles*	_cse_lmo7aip_90c
gameway.com.ua/recensiyi*	_cse_lmo7aip_90c
*.ageofgeeks.com/*review	_cse_lmo7aip_90c
gamemag.ru/reviews*	_cse_lmo7aip_90c
*.gamebomb.ru/*review	_cse_lmo7aip_90c
old-games.ru/articles*	_cse_lmo7aip_90c
*.world-art.ru/*comment	_cse_exclude_lmo7aip_90c
*.world-art.ru/*poster	_cse_exclude_lmo7aip_90c
*.inspectorspacetime.ru/*review	_cse_lmo7aip_90c
shpil.com.ua/*recenziya	_cse_lmo7aip_90c
*.gamer-info.com/*review	_cse_lmo7aip_90c
*.disgustingmen.com/*review	_cse_lmo7aip_90c
gamemag.ru/reviews*	_cse_lmo7aip_90c
stopgame.ru/analytics*	_cse_lmo7aip_90c
kino.oper.ru/torture*	_cse_lmo7aip_90c
mirf.ru/articles/serial*	_cse_lmo7aip_90c
*.nim.ru/*revyu	_cse_lmo7aip_90c
*.game-exe.org/*News	_cse_exclude_lmo7aip_90c
*.game-exe.org/*	_cse_lmo7aip_90c
*.traditio.wiki/*%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD	_cse_exclude_lmo7aip_90c
*.cyclowiki.org/*%D0%9E%D0%B1%D1%81%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5	_cse_exclude_lmo7aip_90c
*.aqa.ru/*vva	_cse_exclude_lmo7aip_90c
aqa.ru/ppl*	_cse_exclude_lmo7aip_90c
aqa.ru/photos*	_cse_exclude_lmo7aip_90c
aqa.ru/forum*	_cse_exclude_lmo7aip_90c
*.aqa.ru/*	_cse_lmo7aip_90c
aquaflore.ru/novosti*	_cse_exclude_lmo7aip_90c
*.aquaflore.ru/*	_cse_lmo7aip_90c
*.aquariumhome.ru/*article	_cse_lmo7aip_90c
*.aquarion2.ru/*	_cse_lmo7aip_90c
*.paludarium.ru/*	_cse_lmo7aip_90c
our-aquarium.ru/forum*	_cse_exclude_lmo7aip_90c
*.our-aquarium.ru/*	_cse_lmo7aip_90c
israquarium.co.il/ru/forum*	_cse_exclude_lmo7aip_90c
israquarium.co.il/ru*	_cse_lmo7aip_90c
aqualuxe.narod.ru/*	_cse_lmo7aip_90c
*.aquavitro.org/*	_cse_lmo7aip_90c
*.aquaria2.ru/*page	_cse_exclude_lmo7aip_90c
scalaria.narod.ru/book*	_cse_lmo7aip_90c
reefcentral.ru/articles*	_cse_lmo7aip_90c
aquaristclub.org/aquaristarticles*	_cse_lmo7aip_90c
aquaria2.ru/node*	_cse_lmo7aip_90c
philol.msu.ru/~tezaurus*	_cse_lmo7aip_90c
encyclopaedia.biga.ru/*	_cse_lmo7aip_90c
*.chemister.ru/*	_cse_lmo7aip_90c
*.russian-chemistry.ru/*	_cse_exclude_lmo7aip_90c
anchem.ru/forum*	_cse_exclude_lmo7aip_90c
lib.e-science.ru/book*	_cse_lmo7aip_90c
f-med.ru/scient*	_cse_lmo7aip_90c
chemiday.com/ru/encyclopedia*	_cse_lmo7aip_90c
thermalinfo.ru/publ*	_cse_lmo7aip_90c
school-collection.edu.ru/*	_cse_lmo7aip_90c
onx.distant.ru/elements*	_cse_lmo7aip_90c
sev-chem.narod.ru/*	_cse_lmo7aip_90c
chemport.ru/data*	_cse_lmo7aip_90c
*.alhimik.ru/*novosti	_cse_exclude_lmo7aip_90c
chem.msu.su/*	_cse_lmo7aip_90c
hemi.nsu.ru/*	_cse_lmo7aip_90c
*.orgchem.ru/*	_cse_lmo7aip_90c
*.chemistry-chemists.com/*	_cse_lmo7aip_90c
notes.fluorine1.ru/public*	_cse_lmo7aip_90c
*.m-protect.ru/*	_cse_lmo7aip_90c
*.anchem.ru/*news	_cse_exclude_lmo7aip_90c
*.anchem.ru/*	_cse_lmo7aip_90c
*.research-journal.org/*	_cse_lmo7aip_90c
*.natural-sciences.ru/*	_cse_lmo7aip_90c
*.science-education.ru/*	_cse_lmo7aip_90c
*.science-review.ru/*	_cse_lmo7aip_90c
*.eduherald.ru/*	_cse_lmo7aip_90c
*.monographies.ru/*	_cse_lmo7aip_90c
*.rae.ru/*article	_cse_lmo7aip_90c
*.top-technologies.ru/*	_cse_lmo7aip_90c
*.famous-scientists.ru/*	_cse_lmo7aip_90c
*.fundamental-research.ru/*	_cse_lmo7aip_90c
jurnal.org/articles*	_cse_lmo7aip_90c
omsu.omskreg.ru/vestnik/articles*	_cse_lmo7aip_90c
*.khimia.ru/*	_cse_lmo7aip_90c
*.humanism.su/*	_cse_lmo7aip_90c
psihoanaliz.academic.ru/*	_cse_exclude_lmo7aip_90c
*.deti-geroi.ru/*	_cse_lmo7aip_90c
vita.org.ru/library*	_cse_lmo7aip_90c
vita.org.ru/educat*	_cse_lmo7aip_90c
*.ci.ru/*novosti	_cse_exclude_lmo7aip_90c
*.ci.ru/*	_cse_lmo7aip_90c
*.mash-xxl.info/*	_cse_lmo7aip_90c
onznews.wdcb.ru/*	_cse_lmo7aip_90c
*.prihoz.ru/*	_cse_lmo7aip_90c
cnshb.ru/news*	_cse_exclude_lmo7aip_90c
www-sbras.nsc.ru/HBC*	_cse_lmo7aip_90c
*.scfh.ru/*	_cse_lmo7aip_90c
sbras.info/news*	_cse_exclude_lmo7aip_90c
*.sbras.info/*	_cse_lmo7aip_90c
*.elementy.ru/*novosti	_cse_exclude_lmo7aip_90c
*.elementy.ru/*	_cse_lmo7aip_90c
securitylab.ru/contest*	_cse_lmo7aip_90c
*.cyberleninka.ru/*	_cse_lmo7aip_90c
*.wroom.ru/*news	_cse_exclude_lmo7aip_90c
tass.ru/encyclopedia*	_cse_lmo7aip_90c
ru.rationalwiki.org/*	_cse_lmo7aip_90c
*.uchebnikionline.com/*	_cse_lmo7aip_90c
archive.gov.tatarstan.ru/magazin*	_cse_lmo7aip_90c
softkey.info/reviews*	_cse_lmo7aip_90c
*.htmlbook.ru/*	_cse_lmo7aip_90c
*.webref.ru/*	_cse_lmo7aip_90c
lopatin.academic.ru/*	_cse_exclude_lmo7aip_90c
*.portal-credo.ru/*news	_cse_exclude_lmo7aip_90c
russian_stress.academic.ru/*	_cse_exclude_lmo7aip_90c
slovari.bibliofond.ru/russian_stress_word*	_cse_exclude_lmo7aip_90c
diffc_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
slovonline.ru/slovar_el_perevod-el*	_cse_exclude_lmo7aip_90c
antropogenez.ru/single-news*	_cse_exclude_lmo7aip_90c
*.antropogenez.ru/*	_cse_lmo7aip_90c
*.n-i-r.su/*	_cse_lmo7aip_90c
*.knigakulinara.ru/*	_cse_lmo7aip_90c
*.rudolf-steiner.ru/*	_cse_lmo7aip_90c
sportmedicine.ru/news*	_cse_exclude_lmo7aip_90c
personarossii.ru/persona*	_cse_lmo7aip_90c
infoliolib.info/philol*	_cse_lmo7aip_90c
*.lopatnikov.pro/*	_cse_lmo7aip_90c
motodrive.com.ua/*	_cse_lmo7aip_90c
motodrive.com.ua/forum*	_cse_exclude_lmo7aip_90c
motodrive.com.ua/news*	_cse_exclude_lmo7aip_90c
*.klaxon.ru/*	_cse_lmo7aip_90c
klaxon.ru/news*	_cse_exclude_lmo7aip_90c
drive.ru/drive-test*	_cse_lmo7aip_90c
*.vmotore.info/*	_cse_lmo7aip_90c
vmotore.info/news*	_cse_exclude_lmo7aip_90c
*.5koleso.ru/*	_cse_lmo7aip_90c
5koleso.ru/articles/novosti-kompaniy*	_cse_exclude_lmo7aip_90c
5koleso.ru/articles/novinki*	_cse_exclude_lmo7aip_90c
topgearrussia.ru/reviews*	_cse_lmo7aip_90c
auto-sport.ru/news*	_cse_exclude_lmo7aip_90c
auto-sport.ru/forum*	_cse_exclude_lmo7aip_90c
*.auto-sport.ru/*	_cse_lmo7aip_90c
autoreview.ru/forum*	_cse_exclude_lmo7aip_90c
autoreview.ru/news*	_cse_exclude_lmo7aip_90c
*.autoreview.ru/*	_cse_lmo7aip_90c
*.wroom.ru/*	_cse_lmo7aip_90c
*.wroom.ru/*topic	_cse_exclude_lmo7aip_90c
*.zr.ru/*	_cse_lmo7aip_90c
zr.ru/content/news*	_cse_exclude_lmo7aip_90c
motor.ru/news*	_cse_exclude_lmo7aip_90c
*.motor.ru/*	_cse_lmo7aip_90c
kolesa.ru/news*	_cse_exclude_lmo7aip_90c
*.kolesa.ru/*	_cse_lmo7aip_90c
floranimal.ru/national*	_cse_lmo7aip_90c
persev.ru/news*	_cse_exclude_lmo7aip_90c
*.portal-credo.ru/*	_cse_lmo7aip_90c
*.udoktora.net/*	_cse_lmo7aip_90c
*.medicalj.ru/*	_cse_lmo7aip_90c
*.rmj.ru/*	_cse_lmo7aip_90c
rmj.ru/news*	_cse_exclude_lmo7aip_90c
health.mail.ru/company*	_cse_exclude_lmo7aip_90c
*.vidal.ru/*	_cse_lmo7aip_90c
health.mail.ru/news*	_cse_exclude_lmo7aip_90c
vidal.ru/novosti*	_cse_exclude_lmo7aip_90c
*.nt-magazine.ru/*	_cse_lmo7aip_90c
*.russika.ru/*newsart	_cse_exclude_lmo7aip_90c
technicamolodezhi.ru/news*	_cse_exclude_lmo7aip_90c
*.technicamolodezhi.ru/*	_cse_lmo7aip_90c
*.scepsis.net/*	_cse_lmo7aip_90c
provisor.com.ua/*	_cse_lmo7aip_90c
*.znanie-sila.su/*news	_cse_exclude_lmo7aip_90c
*.znanie-sila.su/*	_cse_lmo7aip_90c
zdr.ru/news*	_cse_exclude_lmo7aip_90c
zdr.ru/forum*	_cse_exclude_lmo7aip_90c
*.zdr.ru/*	_cse_lmo7aip_90c
musicals.ru/board*	_cse_exclude_lmo7aip_90c
*.world-art.ru/*cinema_full_cast	_cse_exclude_lmo7aip_90c
wikiart.org/ru*	_cse_lmo7aip_90c
*.traditio.wiki/*%D0%9E%D0%B1%D1%81%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5	_cse_exclude_lmo7aip_90c
wiki.linuxformat.ru/*index	_cse_exclude_lmo7aip_90c
*.osp.ru/*releases	_cse_exclude_lmo7aip_90c
*.computerra.ru/*blog	_cse_exclude_lmo7aip_90c
information_technology_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
food_industry_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
cryptological_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
logistic_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
arch_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
media_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
ain_rus_eng.academic.ru/*	_cse_exclude_lmo7aip_90c
radioelec_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
technical_terms_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
compress.ru/post*	_cse_exclude_lmo7aip_90c
*.barclass.ru/*news	_cse_exclude_lmo7aip_90c
nkj.ru/prtnews*	_cse_exclude_lmo7aip_90c
*.barclass.ru/*video	_cse_exclude_lmo7aip_90c
*.world-art.ru/*votes	_cse_exclude_lmo7aip_90c
*.hardnsoft.ru/*news	_cse_exclude_lmo7aip_90c
geo.ru/photo*	_cse_exclude_lmo7aip_90c
geo.ru/puteshestviya*	_cse_exclude_lmo7aip_90c
geo.ru/foto*	_cse_exclude_lmo7aip_90c
ru.tvpedia.wikia.com/*	_cse_lmo7aip_90c
ru.lostpedia.wikia.com/*	_cse_lmo7aip_90c
ru.lotr.wikia.com/*	_cse_lmo7aip_90c
lib.deport.ru/slovar/nam*	_cse_exclude_lmo7aip_90c
tolkien_names_en_ru.academic.ru/*	_cse_exclude_lmo7aip_90c
rus.anarchopedia.org/*	_cse_lmo7aip_90c
armor.kiev.ua/*	_cse_lmo7aip_90c
*.philology.ru/*	_cse_lmo7aip_90c
computer-eng.slovaronline.com/*	_cse_exclude_lmo7aip_90c
latin.slovaronline.com/*	_cse_exclude_lmo7aip_90c
eng-rus.slovaronline.com/*	_cse_exclude_lmo7aip_90c
orthographical.slovaronline.com/*	_cse_exclude_lmo7aip_90c
rus-eng.slovaronline.com/*	_cse_exclude_lmo7aip_90c
smirnitsky.slovaronline.com/*	_cse_exclude_lmo7aip_90c
astrology.slovaronline.com/*	_cse_exclude_lmo7aip_90c
synonym.slovaronline.com/*	_cse_exclude_lmo7aip_90c
sin.slovaronline.com/*	_cse_exclude_lmo7aip_90c
sports.ru/tribuna/blogs/sportsphilosophy*	_cse_lmo7aip_90c
*.nim.ru/*recenziya	_cse_lmo7aip_90c
*.gmbox.ru/*recenziya	_cse_lmo7aip_90c
*.vokrug.tv/*season	_cse_exclude_lmo7aip_90c
vokrug.tv/product*	_cse_lmo7aip_90c
*.teatron-journal.ru/*	_cse_lmo7aip_90c
*.melpomene.ru/*news	_cse_exclude_lmo7aip_90c
*.melpomene.ru/*	_cse_lmo7aip_90c
ptj.spb.ru/*	_cse_lmo7aip_90c
ptzh.theatre.ru/*	_cse_lmo7aip_90c
*.oteatre.info/*	_cse_lmo7aip_90c
afisha.ru/magazine*	_cse_exclude_lmo7aip_90c
*.postcriticism.ru/*	_cse_lmo7aip_90c
korabel.ru/dictionary*	_cse_lmo7aip_90c
sportmedicine.ru/symposium*	_cse_exclude_lmo7aip_90c
*.sportmedicine.ru/*	_cse_lmo7aip_90c
sportmedicine.ru/news_science*	_cse_exclude_lmo7aip_90c
wildsoft.motorsport.com/*	_cse_lmo7aip_90c
*.chtoby-pomnili.com/*	_cse_lmo7aip_90c
*.thg.ru/*interview	_cse_exclude_lmo7aip_90c
thg.ru/education*	_cse_exclude_lmo7aip_90c
artchive.ru/encyclopedia*	_cse_lmo7aip_90c
*.vseslova.ru/*abramov	_cse_exclude_lmo7aip_90c
*.wiki.ru/*news	_cse_exclude_lmo7aip_90c
longmob.1september.ru/*	_cse_exclude_lmo7aip_90c
news.1september.ru/*	_cse_exclude_lmo7aip_90c
nashfilm.ru/serialsnews*	_cse_exclude_lmo7aip_90c
*.kuking.net/*18_	_cse_exclude_lmo7aip_90c
*.classical.ru/*photo	_cse_exclude_lmo7aip_90c
minsk.by/ads*	_cse_exclude_lmo7aip_90c
minsk.by/board*	_cse_exclude_lmo7aip_90c
*.yandex.ru/*ru-en	_cse_exclude_lmo7aip_90c
*.wikia.com/*%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F	_cse_exclude_lmo7aip_90c
*.wikia.com/*%D0%A4%D0%B0%D0%B9%D0%BB	_cse_exclude_lmo7aip_90c
kedem.ru/zodiak*	_cse_exclude_lmo7aip_90c
kedem.ru/schoolcook*	_cse_exclude_lmo7aip_90c
kedem.ru/recipe*	_cse_exclude_lmo7aip_90c
encycl.chita.ru/news*	_cse_exclude_lmo7aip_90c
*.footstory.ru/*interview	_cse_exclude_lmo7aip_90c
temples.ru/forum/*	_cse_exclude_lmo7aip_90c
onlineslovari.ru/dic-name*	_cse_exclude_lmo7aip_90c
bible.by/lexicon*	_cse_lmo7aip_90c
blues.ru/bluesmen*	_cse_lmo7aip_90c
blues.ru/style*	_cse_lmo7aip_90c
*.blues.ru/*vocabulary	_cse_lmo7aip_90c
*.blues.ru/*lyrics	_cse_exclude_lmo7aip_90c
*.blues.ru/*tab	_cse_exclude_lmo7aip_90c
cat.mau.ru/*	_cse_lmo7aip_90c
*.zooprice.ru/*vet-uslugi	_cse_exclude_lmo7aip_90c
*.zooprice.ru/*care	_cse_exclude_lmo7aip_90c
*.zooprice.ru/*pitomnik	_cse_exclude_lmo7aip_90c
*.zooprice.ru/*clothes	_cse_exclude_lmo7aip_90c
zooprice.ru/articles/other*	_cse_exclude_lmo7aip_90c
zooprice.ru/articles*	_cse_lmo7aip_90c
rolandus.org/breedncolors*	_cse_lmo7aip_90c
angelcat.zooclub.ru/*	_cse_exclude_lmo7aip_90c
zooclub.ru/video*	_cse_exclude_lmo7aip_90c
zooclub.ru/news*	_cse_exclude_lmo7aip_90c
zooclub.ru/cats*	_cse_exclude_lmo7aip_90c
zooclub.ru/faq*	_cse_exclude_lmo7aip_90c
*.zooatlas.ru/*cat	_cse_lmo7aip_90c
*.cnshb.ru/*	_cse_lmo7aip_90c
nedug.ru/library*	_cse_lmo7aip_90c
rockoracle.ru/concerts*	_cse_exclude_lmo7aip_90c
rockoracle.ru/interview*	_cse_exclude_lmo7aip_90c
rockoracle.ru/news*	_cse_exclude_lmo7aip_90c
inrock.ru/reviews*	_cse_lmo7aip_90c
nestor.minsk.by/mg*	_cse_lmo7aip_90c
nestor.minsk.by/mg/news*	_cse_exclude_lmo7aip_90c
*.traditio.wiki/*	_cse_lmo7aip_90c
*.astrogalaxy.ru/*viewtopic	_cse_exclude_lmo7aip_90c
astrogalaxy.ru/forum*	_cse_exclude_lmo7aip_90c
astrogalaxy.ru/link*	_cse_exclude_lmo7aip_90c
astrogalaxy.ru/guestbook*	_cse_exclude_lmo7aip_90c
astrogalaxy.ru/bblog*	_cse_exclude_lmo7aip_90c
astrogalaxy.ru/forum*	_cse_exclude_lmo7aip_90c
*.olmada.ru/*enciklopedia	_cse_lmo7aip_90c
greeninfo.ru/blog*	_cse_exclude_lmo7aip_90c
greeninfo.ru/press*	_cse_exclude_lmo7aip_90c
greeninfo.ru/about*	_cse_exclude_lmo7aip_90c
greeninfo.ru/Firms*	_cse_exclude_lmo7aip_90c
*.greeninfo.ru/*	_cse_lmo7aip_90c
cosmetic.liferus.ru/*	_cse_lmo7aip_90c
zelapteka.liferus.ru/*	_cse_lmo7aip_90c
